IntName,Name,Epithet,HP,Atk,Spd,Def,Res,Movement,Weapon Type,Game,Secondary Game,HP Grow,Atk Grow,Spd Grow,Def Grow,Res Grow,DFlowerLimit,BVID,HeroType,HasResp,RefreshType,BaseWeapon,BaseAssist,BaseSpecial,BaseA,BaseB,BaseC,BaseX
DE!Marisa,Marisa,Willful Blades,60,70,90,50,45,1,Axe,8,16,60,70,90,50,45,5,-1,,FALSE,0,Laconic Axe,,Moonbow,Atk/Spd Excel,Assault Force,Odd Spd Wave 4,
CH!Mark,Mark,Winds of Hope,40,44,27,20,46,0,BTome,7,-1,50,70,55,35,80,15,241,0,FALSE,0,Total War Tome,,Iceberg,Remote Mirror,Sabotage A/R 3,Canto Control 3,
Marla,Marla,Duma's Witch,38,46,33,20,45,0,RTome,15,-1,50,85,55,40,70,10,90,0,FALSE,0,"Rauðrdeer+	",,Glacies,,Sabotage Res 3,Inf. Hexblade 3,
Marni,Marni,Pining for Praise,49,46,20,50,40,3,Axe,17,-1,65,70,40,90,70,5,-1,HERO,FALSE,0,Praise-Piner Axe,,Ignis,Atk/Def Prime 3,Wary Fighter 3,,
BR!Marth,Marth,Altean Groom,40,31,36,30,20,1,Axe,1,-1,50,55,60,55,35,30,18,0,FALSE,0,Ardent Service+,Rally Spd/Def,,,Wings of Mercy 3,Drive Atk 2,
Marth,Marth,Altean Prince,41,31,34,29,23,0,Sword,1,-1,50,55,60,50,40,35,34,0,TRUE,0,M!Falchion,Pivot,,,Escape Route 3,Spur Spd 3,
!Marth,Marth,Enigmatic Blade,43,34,36,25,19,0,Sword,13,-1,55,60,60,45,35,35,18,0,FALSE,0,C!Falchion,,,,,,
L!Marth,Marth,Hero-King,40,34,36,32,21,0,Sword,1,-1,50,60,60,55,40,35,190,0,FALSE,0,Exalted Falchion,,Shining Emblem,Atk/Spd Bond 3,Binding Shield II,Infantry Flash 3,
CH!Marth,Marth,Legacied Hero,41,36,37,32,26,0,Sword,1,-1,50,65,65,55,45,30,175,0,FALSE,0,Brilliant Rapier,,Hero's Blood,,Chill Def 3,Spd/Def Oath 3,
WI!Marth,Marth,Royal Altean Duo,42,36,41,30,25,3,CBow,1,-1,55,60,70,50,45,30,242,0,FALSE,0,Tanngrisnir,,Fire Emblem,Atk/Spd Form 3,Daring Fighter 3,Joint Hone Spd,
B!Marth,Marth,Prince of Light,41,41,43,32,25,0,Sword,1,-1,50,70,70,55,50,20,66,0,FALSE,0,Genesis Falchion,,Shining Emblem,Distant Pressure,Spurn 3,Even Tempest 3,
E!Marth,Marth,Of Beginnings,41,45,47,33,27,0,Sword,17,3,50,80,90,55,40,10,205,EMBLEM,FALSE,0,Hero-King Sword,,Lodestar Rush,Atk/Spd Finish 4,Potent 4,Inf. Null Follow 4,
Mathilda,Mathilda,Legendary Knight,35,29,32,24,34,1,Lance,15,-1,45,50,55,40,60,30,234,0,FALSE,0,Knightly Lance,Rally Resistance,,,Cancel Affinity 3,Hone Atk 3,
Matthew,Matthew,Faithful Spy,41,25,34,30,18,0,CDagger,7,-1,55,45,55,55,30,35,214,HERO,TRUE,0,Spy's Dagger,Reciprocal Aid,,,Poison Strike 3,Hone Spd 3,
Matthis,Matthis,Brother to Lena,41,43,32,38,25,1,Lance,1,-1,55,75,55,65,45,15,248,0,FALSE,0,Vulture Lance+,,Blazing Wind,,Chill Atk/Def 2,Rouse Def/Res 3,
Mauvier,Mauvier,Penitent Knight,42,44,18,46,35,1,Lance,17,-1,55,75,30,90,55,10,114,HERO,FALSE,0,Penitent Lance,,Ignis,,Seal Atk 3,Rouse Atk/Def 3,
Medeus,Medeus,Earth-Dragon King,40,44,18,38,43,0,CDragon,1,-1,50,75,35,60,75,20,54,0,FALSE,0,Shadow Breath,,Glacies,Def/Res Ideal 4,Assured Rebirth,Canto Control 3,
Melady,Melady,Crimson Rider,41,40,33,41,17,2,Lance,6,-1,50,70,60,70,30,25,149,0,FALSE,0,Crimson Lance,,Bonfire,Atk/Def Solo 3,Wyvern Flight 3,,
Mercedes,Mercedes,Kindly Devotee,39,33,30,22,33,0,Staff,16,-1,50,55,55,40,55,30,167,0,FALSE,0,Gravity+,Martyr+,Miracle,AR-D Spd/Res 3,,Odd Res Wave 3,
SU!Mercedes,Mercedes,Unfussed Basker,38,39,25,17,38,1,RTome,16,-1,50,70,40,30,70,25,219,0,FALSE,0,Peachy Parfait+,,Iceberg,Atk/Res Push 4,A/R Far Trace 3,,
Merlinus,Merlinus,Pherae's Clerk,50,20,35,31,27,1,CDagger,6,-1,70,35,60,55,50,25,235,0,FALSE,0,Convoy Dagger,Reposition,,,Wings of Mercy 3,Distant Guard 3,
Merric,Merric,Wind Mage,43,26,32,28,19,0,GTome,1,-1,55,45,55,50,35,35,215,0,TRUE,0,Excalibur,,Growing Wind,HP +5,,Spur Res 3,
CH!Merric,Merric,Changing Winds,41,34,41,21,25,0,GTome,1,-1,50,60,70,35,50,30,164,0,FALSE,0,Winds of Change,,Righteous Wind,Swift Sparrow 3,Windsweep 3,Distant Guard 3,
A!Merric,Merric,Wind Pontifex,41,43,46,23,20,1,GTome,1,-1,50,70,90,45,35,10,19,0,FALSE,0,Tender Excalibur,,Sacred Wind,Remote Sparrow,Seal Spd/Res 3,Incite Atk/Spd,
Merrin,Merrin,Suave Knight,39,45,47,36,23,1,Sword,17,-1,50,80,90,55,40,5,-1,HERO,FALSE,0,Suave Blade,Reposition,,,Spd/Def Link 4,Even Atk Wave N,
Metodey,Metodey,Shrewd Braggart,41,43,47,35,26,0,CDagger,16,-1,55,70,90,60,45,5,-1,HERO,FALSE,0,Gainful Dagger+,,Blazing Flame,Sorcery Blade 3,Poison Strike 3,,
CH!Mia,Mia,Budding Blade,40,41,43,32,27,0,Sword,9,-1,50,70,75,50,50,20,194,0,FALSE,0,Sharp War Sword,,Dragon Fang,Flashing Blade 4,Spd/Def Tempo 3,Odd Tempest 3,
SU!Mia,Mia,Harmonic Blades,38,35,41,17,25,1,CDagger,10,-1,50,65,70,30,45,30,77,0,FALSE,0,Summer Strikers,Reposition,,Swift Sparrow 3,Spd/Def Snag 3,Atk/Spd Gap 3,
Mia,Mia,Lady of Blades,38,32,40,28,25,0,Sword,9,-1,50,55,65,50,45,35,117,0,TRUE,0,Resolute Blade,,Luna,Flashing Blade 3,Vantage 3,,
H!Mia,Mia,Moonlit Witch,36,30,34,22,28,2,Staff,10,-1,45,55,55,40,50,30,49,0,FALSE,0,Witchy Wand+,Recover+,Heavenly Light,Spd/Res Bond 3,,Hone Fliers,
SF!Mia,Mia,Summer Slice,38,42,47,27,35,2,Axe,9,-1,50,75,70,50,65,10,-1,HERO,FALSE,0,Summertime Axe,,Luna,Spd/Def Prime 4,Pegasus Rift,A/S Rein Snap,
BR!Micaiah,Micaiah,Dawn Wind's Duo,39,39,20,19,38,2,CTome,10,-1,50,70,35,35,65,30,158,0,FALSE,0,Joyful Vows,Sacrifice,,Atk/Res Push 4,Mystic Boost 3,Atk/Res Oath 3,
Micaiah,Micaiah,Priestess of Dawn,35,35,28,18,35,0,BTome,10,-1,45,60,50,30,60,35,206,0,TRUE,0,Thani,Sacrifice,,Distant Def 3,Guard 3,Drive Atk 2,
B!Micaiah,Micaiah,Queen of Dawn,36,37,28,17,37,2,GTome,10,-1,45,70,50,30,60,30,110,0,FALSE,0,Light of Dawn,Sacrifice,,Atk/Res Bond 4,Yune's Whispers,Ground Orders 3,
L!Micaiah,Micaiah,Radiant Queen,38,42,31,19,41,0,CTome,10,-1,50,70,55,35,70,20,170,0,FALSE,0,New Dawn,Maiden's Solace,,Fury 4,Prescience II,Time's Pulse 4,
SF!Micaiah,Micaiah,Summer's Dawn,33,34,20,18,34,0,RTome,10,-1,45,60,35,35,65,35,74,0,FALSE,0,Dawn Suzu,Dance,,Atk/Res Bond 3,Fireflood Dance 2,Res Ploy 3,
SU!Micaiah,Micaiah,Wavecrest Maiden,38,42,30,16,37,1,CTome,10,-1,50,70,55,30,65,20,66,0,FALSE,0,Moonlight Drop,Maiden's Solace,Moonbow,Atk/Res Catch 4,Prescience,,
X!Micaiah,Micaiah,Dawning Maiden,40,47,16,30,46,2,GTome,10,-1,50,90,30,50,75,10,144,ATTU,FALSE,0,Silver of Dawn,Maiden's Solace,,Fireflood Boost 3,Yune's Protection,Atk/Res Crux,Far Trace Echo
Michalis,Michalis,Ambitious King,43,34,26,35,19,2,Axe,1,-1,55,60,45,60,35,30,108,0,FALSE,0,Hauteclere,,Blazing Thunder,Iote's Shield,,Threaten Def 3,
SP!Michalis,Michalis,Fruiting Ambition,43,45,32,47,17,2,Lance,1,-1,55,80,55,80,30,15,254,0,FALSE,0,Hare's Lance+,Swap,,Iote's Shield,Atk/Spd Snag 3,,
Midir,Midir,Archer of Yngvi,40,46,47,30,22,1,BBow,4,-1,50,80,80,55,45,5,-1,0,FALSE,0,Rampart Bow,,Luna,Sly Swift Sparrow,,Incite Spd/Def,
Midori,Midori,Reliable Chemist,41,41,30,34,21,0,RBow,14,-1,55,70,55,55,40,30,229,0,FALSE,0,Lucky Bow,Rally Atk/Def+,,Close Foil,Chill Atk 3,,
Mikoto,Mikoto,Caring Mother,38,35,32,20,26,0,Staff,14,-1,50,60,55,35,45,35,220,0,FALSE,0,Doting Staff,Martyr+,Miracle,Brazen Atk/Res 3,,Infantry Rush 3,
Mila,Mila,Goddess of Love,41,37,17,40,37,0,CDragon,15,-1,50,60,30,70,70,30,20,0,FALSE,0,Nurturing Breath,Rally Def/Res+,,Bracing Stance 3,Dragon Wall 3,Mila's Turnwheel II,
CH!Minerva,Minerva,Princess-Knight,40,36,37,35,19,2,Axe,1,-1,50,65,65,55,35,30,84,0,FALSE,0,Dragoon Axe,,Draconic Aura,Dragoon Shield,Flier Formation 3,,
Minerva,Minerva,Red Dragoon,40,31,33,32,22,2,Axe,1,-1,50,55,55,55,40,30,199,0,TRUE,0,Hauteclere,,Sacred Cowl,Life and Death 3,,Ward Fliers,
SP!Minerva,Minerva,Verdant Dragoon,41,36,38,35,18,1,Lance,1,-1,50,65,70,60,30,25,89,0,FALSE,0,Springy Lance+,,Bonfire,Atk/Def Solo 3,,Odd Atk Wave 3,
Mirabilis,Mirabilis,Daydream,38,34,18,32,35,2,Sword,0,-1,50,60,30,60,65,30,142,0,FALSE,0,Flower of Ease,Whimsical Dream+,,Fort. Def/Res 3,Chill Def/Res 3,Def/Res Gap 3,
WI!Mirabilis,Mirabilis,Sugarplum Vision,39,36,17,34,36,2,BDagger,0,-1,50,65,30,65,70,20,251,0,FALSE,0,Dreamflake,Whimsical Dream,,Bracing Stance 3,Spd Cantrip 3,Ground Orders 3,
SP!Mirabilis,Mirabilis,Spring Daydream,37,36,18,36,41,2,BTome,0,-1,50,70,35,60,75,10,116,HERO,FALSE,0,Daydream Egg,Spring's Dream,,,Mystic Boost 3,Atk/Res Rein 3,
Miranda,Miranda,Willful Princess,38,36,35,21,36,0,RTome,5,-1,50,60,60,40,60,25,219,0,FALSE,0,Rauðrserpent+,Ardent Sacrifice,,,Seal Atk/Res 2,Spd/Res Gap 3,
Miriel,Miriel,Rapier Intellect,37,37,40,25,31,0,BTome,13,-1,45,65,70,45,55,20,252,0,FALSE,0,Blárlion+,Draw Back,,Atk/Spd Ideal 3,Spd/Res Link 3,,
Mist,Mist,Helpful Sister,39,27,28,20,34,0,Staff,9,-1,50,45,50,35,60,30,192,0,FALSE,0,Elena's Staff,Recover+,Miracle,,,Spur Def/Res 2,
V!Mist,Mist,Purest Spirit,36,34,34,17,23,1,GTome,9,-1,45,55,60,30,45,30,246,0,FALSE,0,Gronnblooms+,Rally Def/Res+,,Swift Sparrow 2,Res Feint 3,G Tome Valor 3,
Monica,Monica,Favored Vassal,40,38,43,24,31,0,BTome,16,-1,50,70,70,45,55,15,248,0,FALSE,0,Wind Genesis,,Glimmer,Atk/Spd Ideal 4,Spd/Res Tempo 3,,
FF!Mordecai,Mordecai,Gentle Firetender,48,43,29,43,24,0,GBeast,10,-1,65,70,50,75,45,15,150,0,FALSE,0,Fiery Fang,Smite,,Fort. Def/Res 2,,Atk/Def Gap 3,
Mordecai,Mordecai,Kindhearted Tiger,47,37,24,39,20,0,BBeast,10,-1,65,60,45,70,35,30,81,0,FALSE,0,Sabertooth Fang,Smite,,,Atk/Def Link 3,Beast Exp. 3,
FA!F!Morgan,Morgan,Devoted Darkness,40,39,17,41,35,2,Axe,13,-1,50,70,30,70,60,25,99,0,FALSE,0,Axe of Despair,,Glimmer,Atk/Def Solo 4,Dive-Bomb 3,Atk/Def Menace,
FA!M!Morgan,Morgan,Fated Darkness,38,37,17,35,38,0,RTome,13,-1,45,60,30,65,70,25,39,0,FALSE,0,Tome of Despair,,Iceberg,Atk/Res Solo 4,Sabotage Def 3,Atk/Res Menace,
M!Morgan,Morgan,Lad from Afar,37,33,34,20,26,0,RTome,13,-1,45,60,60,35,45,35,96,0,TRUE,0,Grima's Truth,,Dragon Fang,,Dull Ranged 3,Spur Def/Res 2,
F!Morgan,Morgan,Lass from Afar,37,34,30,16,33,2,BTome,13,-1,45,60,55,30,55,30,92,0,FALSE,0,Father's Tactics,,Iceberg,Mirror Stance 2,Guard 3,Atk Ploy 3,
Mozu,Mozu,Tragic Start,40,44,46,41,27,0,Lance,14,-1,50,70,90,80,55,10,221,HERO,FALSE,0,Forager Naginata,,Bonfire,Bonus Doubler 4,A/S Bulwark 4,Atk/Spd Oath 4,
FA!Muarim,Muarim,Raw Instinct,45,43,40,31,23,0,BBeast,10,-1,60,75,70,50,40,20,192,0,FALSE,0,Wild Tiger Fang,,Dragon Fang,,Wrathful Staff 3,Even Atk Wave 3,
Murdock,Murdock,Loyal General,47,45,23,45,35,3,Axe,6,-1,60,70,45,75,65,15,181,0,FALSE,0,Wyvern Hatchet,,Ignis,Atk/Def Ideal 3,Special Fighter 3,,
Múspell,Múspell,Flame God,40,41,16,39,37,1,RDragon,0,-1,50,70,30,70,65,20,42,0,FALSE,0,Flamelick Breath,Rally Up Atk+,,AR-D Def/Res 4,Dragon Wall 3,Domain of Flame,
FF!Múspell,Múspell,Raging Inferno,40,43,26,41,30,1,CDragon,0,-1,50,70,50,75,50,15,3,0,FALSE,0,Breath of Flame,,Moonbow,Atk/Def Catch 4,Dragon's Wrath 4,Domain of Flame,
Mustafa,Mustafa,Plegian Champion,45,38,25,36,28,0,Axe,13,-1,60,65,45,60,50,30,106,0,FALSE,0,Plegian War Axe,,Bonfire,Water Boost 3,,Def Tactic 3,
Mycen,Mycen,Zofia's Champion,40,46,16,45,37,1,Lance,15,-1,50,70,30,90,65,10,70,0,FALSE,0,Worldly Lance,,Bonfire,Atk/Def Clash 4,,Joint Close Guard,
Myrrh,Myrrh,Great Dragon,42,33,25,36,31,2,GDragon,8,-1,60,60,45,75,55,30,19,0,FALSE,0,Great Flame,,Bonfire,Fury 3,,Hone Dragons,
L!Myrrh,Myrrh,Guardian Dragon,40,39,25,42,36,2,BDragon,8,-1,50,70,45,85,70,20,239,0,FALSE,0,Godly Breath,,Bonfire,Def/Res Unity,Dragon Wall 3,Darkling Guardian,
H!Myrrh,Myrrh,Spooky Monster,46,38,23,40,32,3,RDragon,8,-1,60,70,45,75,55,30,207,0,FALSE,0,Spirit Breath,,Bonfire,Def/Res 2,Vengeful Fighter 3,Armor March 3,
SP!Myrrh,Myrrh,Spring Harmony,40,38,25,40,35,2,CDragon,8,-1,50,70,50,75,65,25,107,0,FALSE,0,Lilac-Jade Breath,,Noontime,Distant Counter,Dragon's Ire 3,Atk/Res Rein 3,
V!Myrrh,Myrrh,Adored Dragon,50,47,16,48,45,3,CDragon,8,-1,70,90,30,90,75,10,9,HERO,FALSE,0,Loving Breath,,Armored Beacon,Def/Res Scowl 4,Canny Fighter,Darkling Dragon,
PI!Naesala,Naesala,Sea's Shadow,42,39,43,23,25,2,RBeast,10,-1,55,70,70,35,50,25,12,0,FALSE,0,Crossbones Claw,,Glimmer,Atk/Spd Solo 4,S/D Near Trace 3,Stall Ploy 3,
Naesala,Naesala,Sky's Shadow,39,32,38,24,29,2,BBeast,10,-1,50,55,65,45,50,30,203,0,FALSE,0,Raven King Beak,,Blazing Wind,Swift Sparrow 2,Guard 3,,
Naga,Naga,Dragon Divinity,37,30,36,33,26,2,BDragon,73,-1,45,55,60,55,50,30,254,0,FALSE,0,Divine Breath,,Luna,AR-O Atk/Spd 3,Dive Bomb 3,Divine Fang+,
H!Naga,Naga,Harvest Divinity,38,42,31,35,37,2,CDragon,73,-1,50,70,55,60,65,15,142,0,FALSE,0,Serenity Breath+,,Rally Up Atk+,Atk/Res Catch 3,,Atk/Res Rein 3,
Nagi,Nagi,Dragon Avatar,46,37,19,36,41,3,GDragon,1,-1,50,60,35,70,70,30,216,0,FALSE,0,Eternal Breath,,Sol,Distant Counter,Special Fighter 3,Dragon Valor 3,
H!Nagi,Nagi,Hopeful Eternity,49,48,17,45,48,3,RDragon,1,7,60,80,30,75,90,5,-1,,FALSE,0,Opposing Stones,,Dragon's Roar,Atk/Res Scowl 4,Dragon's Scales,A/R Twin F Save,
Nah,Nah,Little Miss,44,34,25,38,32,0,RDragon,13,-1,60,65,45,75,60,30,70,0,FALSE,0,Oracle's Breath,,Bonfire,Bonus Doubler 3,Quick Riposte 3,Infantry Breath 3,
H!Nah,Nah,Grateful One,53,47,18,49,45,3,GDragon,13,-1,75,75,35,90,90,5,-1,HERO,FALSE,0,Stone of Delights,,Armored Blaze,Earthfire Boost 3,Dragon's Scales,D/R Twin N Save,
BR!Nailah,Nailah,Blessed Queen,40,35,41,31,25,0,GBeast,10,-1,50,60,70,55,45,30,78,0,FALSE,0,Bride's Fang,,Moonbow,Swift Sparrow 3,Chill Spd/Def 2,Glare,
DE!Nailal,Nailah,Hatari Scorcher,40,39,43,35,25,0,RBeast,10,-1,50,70,75,55,45,20,84,0,FALSE,0,Royal Hatari Fang,,Luna,Sturdy Surge,Lull Spd/Def 3,Glare,
Nailah,Nailah,Unflinching Eye,40,31,37,32,23,0,BBeast,10,-1,50,55,60,55,45,35,220,0,FALSE,0,Wolf Queen Fang,,Moonbow,Distant Counter,Null C-Disrupt 3,Glare,
L!Nanna,Nanna,Beloved Princess,40,39,42,27,25,1,Sword,5,-1,50,70,70,50,45,20,131,0,FALSE,0,Lands Sword,,Miracle,Atk/Spd Push 4,Hoðr's Zeal,Atk/Spd Menace,
CF!Nanna,Nanna,Mystletainn Scion,40,35,41,23,28,2,Staff,5,-1,50,60,70,45,50,20,234,0,FALSE,0,Staff of the Twelve+,Recover+,Heavenly Light,Spd/Res Form 3,,Atk Tactic 3,
Nanna,Nanna,Nordion Princess,36,27,34,21,26,1,Staff,5,-1,45,50,60,35,45,30,39,0,FALSE,0,Absorb+,Restore+,Heavenly Light,Spd/Res 2,,Drive Def 2,
SP!Narcian,Narcian,Vernal General,43,35,34,37,18,2,Lance,6,-1,55,55,55,70,35,30,9,0,FALSE,0,Gilt Fork+,,Vengeance,,Chill Spd 3,Lance Exp. 3,
Narcian,Narcian,Wyvern General,42,29,29,32,26,2,Axe,6,-1,55,50,50,55,45,30,183,0,FALSE,0,Runeaxe,,Vengeance,,Lancebreaker 3,Savage Blow 3,
Natasha,Natasha,Sacred Healer,37,36,32,24,36,0,Staff,8,-1,45,65,55,40,65,25,191,0,FALSE,0,Absorb+,Martyr+,Heavenly Light,HP/Res 2,,Close Guard 3,
NI!Navarre,Navarre,Scarlet Ninja,41,39,42,31,23,0,Lance,1,-1,50,70,70,55,40,25,243,0,FALSE,0,Ninja Yari+,,Moonbow,Flashing Blade 4,Lull Spd/Def 3,,
Navarre,Navarre,Scarlet Sword,42,31,37,23,24,0,Sword,1,-1,55,55,60,40,45,30,33,0,FALSE,0,Scarlet Sword,,Blazing Wind,,Desperation 3,Threaten Spd 3,
Neimi,Neimi,Tearful Archer,39,39,42,21,35,0,RBow,8,-1,50,70,70,40,60,20,236,0,FALSE,0,Rapid-Crier Bow,,Moonbow,Spd/Res Bond 4,,Joint Drive Res,
BR!Nel,Nel,Stoic Bride,40,42,46,30,36,0,GDragon,17,-1,50,75,90,50,50,10,165,HERO,FALSE,0,Dragonbloom+,Reciprocal Aid,,Atk/Spd Scowl 3,Counter Roar 3,,
Nemesis,Nemesis,King of Liberation,43,39,23,37,34,0,Sword,16,-1,60,65,40,60,60,25,190,0,FALSE,0,Dark Creator S,,Dragon Fang,,Chill Atk 3,Savage Blow 3,
Nephenee,Nephenee,Fierce Halberdier,37,31,35,34,20,0,Lance,9,-1,45,55,60,60,35,35,176,0,TRUE,0,Dauntless Lance,,Moonbow,Atk/Spd 2,Wrath 3,,
DA!Nephenee,Nephenee,Sincere Dancer,37,35,36,24,25,0,CBow,9,-1,50,60,65,45,50,30,157,0,FALSE,0,Fiddlestick Bow+,Dance,,,Caldera Dance 2,Spd Tactic 3,
SF!Nephenee,Nephenee,Festival Harmony,45,45,47,21,20,2,RTome,9,14,60,80,90,35,30,10,-1,,FALSE,0,Fluttering Fan,,Moonbow,Atk/Spd Mastery,Resonance 4,Spd/Res Crux,
Nergal,Nergal,Traitor to Nabata,40,45,16,39,43,0,GTome,7,-1,50,70,30,75,75,10,182,HERO,FALSE,0,Ereshkigal,,Glacies,C Bonus Doubler,Special Spiral 4,Def/Res Oath 4,
Nerþuz,Nerþuz,God of the Land,40,42,47,30,20,1,BBeast,0,-1,50,70,75,60,40,15,170,0,FALSE,0,Horn of the Land,,Galeforce,Atk/Spd Clash 4,Fruit of Life,Alarm Atk/Spd,
NY!Nerþuz,Nerþuz,New-Year Doter,40,45,47,32,21,1,CBeast,0,-1,50,75,90,55,35,10,192,0,FALSE,0,Cute Paper Crane,,Aether,Atk/Spd Wild,Fruit of Life,Spd Smoke 4,
SU!Nerþuz,Nerþuz,Beach Chaperone,40,46,47,33,19,1,GBreast,0,-1,50,75,90,55,35,10,-1,HERO,FALSE,0,Love of Nerþuz,,Dragon Fang,Atk/Spd Excel,Under the Sun,Beast Threaten,
Nifl,Nifl,God of Ice,39,38,40,27,23,1,BDragon,0,-1,50,70,70,45,40,25,23,0,FALSE,0,Frostbite Breath,Rally Def/Res+,,AR-D Atk/Spd 4,Lull Atk/Spd 3,Domain of Ice,
SU!Nifl,Nifl,Tropical Ice God,39,38,43,28,26,1,CDragon,0,-1,50,65,70,50,50,20,95,0,FALSE,0,Chilled Breath,,Glimmer,Atk/Spd Catch 4,S/R Near Trace 3,Domain of Ice,
Niime,Niime,Mountain Hermit,36,42,33,17,43,0,CTome,6,-1,45,70,60,30,75,20,240,0,FALSE,0,"Hvítrvulture+	",,Iceberg,Atk/Res Solo 4,,Atk/Res Menace,
Niles,Niles,Cruel to Be Kind,37,25,34,17,34,0,CBow,14,-1,45,45,60,30,60,35,9,0,TRUE,0,Nile's Bow,,Iceberg,Warding Blow 3,,Spur Res 3,
H!Niles,Niles,Forbidden Tease,37,34,39,25,29,3,BBow,14,-1,45,55,65,45,50,30,197,0,FALSE,0,Devilish Bow+,Smite,,Swift Sparrow 2,Atk/Spd Link 3,Fortify Armor,
Nils,Nils,Bright Bard,45,31,35,26,25,0,BDragon,7,-1,65,55,60,50,45,30,207,0,FALSE,3,Frost Breath,Play,,HP/Def 2,Even Pulse Tie 3,Infantry Pulse 3,
H!Nils,Nils,Wandering Star,44,35,41,21,35,0,GDragon,7,-1,65,65,70,40,60,15,139,0,FALSE,3,Surprise Breath+,Play,,,Geyser Dance 2,Hone Dragons,
FF!Nils,Nils,Snowflake Melody,40,35,43,30,40,0,BDragon,7,-1,50,70,70,55,75,5,-1,0,FALSE,3,Ice Dragonstone+,Play,,,Res Cantrip 3,Spur Spd/Res 2,
Nina,Nina,Eye Spy,35,32,37,16,31,0,CBow,14,-1,45,55,60,30,55,35,184,0,TRUE,0,Spy-Sing Bow,Draw Back,Moonbow,,Spd/Res Link 3,Bow Valor 3,
TH!Nina,Nina,Shadowy Figures,38,37,43,18,32,1,CDagger,14,-1,50,70,70,35,55,20,72,0,FALSE,0,Shadowy Quill,,Lethality,Atk/Spd Catch 4,Chill Def/Res 3,C Feud 3,
BR!Ninian,Ninian,Bright-Eyed Bride,34,28,33,18,27,2,BTome,7,-1,45,50,60,35,50,30,61,0,FALSE,2,Fresh Bouquet+,Dance,,,Chill Atk 3,Drive Spd 2,
FA!Ninian,Ninian,Frozen Heart,45,27,40,23,36,0,BDragon,7,-1,60,55,70,40,65,20,87,0,FALSE,2,Eveloping Breath,Call to Flame,,B Duel Infantry 4,Odd Pulse Tie 3,Cross Spur Atk,
L!Ninian,Ninian,Ice-Dragon Oracle,44,37,41,22,24,1,GDragon,7,-1,65,70,75,40,40,15,103,0,FALSE,2,Faithful Breath,Dragon's Dance,,Atk/Spd Catch 4,S/R Near Trace 3,Blue Feud 3,
Ninian,Ninian,Oracle of Destiny,42,24,33,23,27,0,BDragon,7,-1,60,45,60,40,50,35,139,0,TRUE,2,Light Breath+,Dance,,,Escape Route 3,Fortify Dragons,
WI!Nino,Nino,Flower of Frost,40,35,41,22,31,3,BTome,7,-1,50,55,70,45,50,30,18,0,FALSE,0,Tannenbit+,Rally Atk/Res+,,Atk/Spd Form 3,Bold Fighter 3,Armor March 3,
P!Nino,Nino,Pale Flower,36,33,38,17,25,2,GTome,7,-1,45,60,65,30,45,30,107,0,FALSE,0,Giga Excalibur,,Moonbow,Swift Sparrow 2,Aerobatics 3,Spd Smoke 3,
Nino,Nino,Pious Mage,33,33,36,19,26,0,GTome,7,-1,40,60,60,35,45,35,57,0,TRUE,0,Iris's Tome,Draw Back,,Resistance +3,,Hone Atk 3,
DE!Nino,Nino,Spirited Sorcerer,38,41,46,20,32,0,RTome,7,-1,50,70,75,35,60,15,59,0,FALSE,0,Child's Compass,,Glimmer,Atk/Spd Finish 4,Spd Preempt 3,Time's Pulse 4,
X!Nino,Nino,Fang's Heart,38,44,47,26,33,0,CDagger,7,-1,50,70,90,50,50,10,251,0,FALSE,0,"Göndul	",,Draconic Aura,Flash Sparrow,Spd/Def Tempo 4,Fanged Ties,
Niðavellir,Niðavellir,Founding King,40,45,47,27,21,1,CBow,0,-1,50,75,90,50,35,10,-1,HERO,FALSE,0,Niðavellir Ballista,,Blazing Thunder,Verge of Death,Seal Def/Res 3,,
Níðhöggr,Níðhöggr,Quieting Dose,50,49,17,48,43,3,RBeast,0,-1,65,75,30,90,75,5,-1,MYTHIC,FALSE,0,Enticing Dose,,Sturdy Beast,Divine Toxin,Slick Fighter 4,A/D Twin F Save,
NY!Níðhöggr,Níðhöggr,Daze of Healing,50,48,16,49,44,3,BBeast,0,-1,65,75,30,90,75,5,-1,HERO,FALSE,0,New Year Fang,,Sturdy Beast,Divine Toxin,Slick Fighter 4,Higher Ground,
Noah,Noah,Mercenary-Errant,40,45,45,31,18,1,Lance,6,-1,50,70,80,60,35,15,208,0,FALSE,0,Ilian Merc Lance,,Luna,,Flow Guard 3,Alarm Spd/Def,
SU!Noire,Noire,Shade Seeker,36,32,36,27,20,0,CBow,13,-1,45,55,60,50,35,35,184,0,FALSE,0,Cocobow+,Ardent Sacrifice,,Atk/Spd 2,,Infantry Rush 3,
NI!Noire,Noire,Demurely Deft,38,44,47,36,28,0,CDagger,13,-1,50,75,90,60,45,5,-1,HERO,FALSE,0,Giant Shuriken+,,Moonbow,,Seal Atk/Spd 2,Infantry Flash 3,
SU!Norne,Norne,Seaside Volunteer,42,37,39,31,27,0,Lance,1,-1,55,65,70,50,45,25,128,0,FALSE,0,Shellpoint Lance+,Reciprocal Aid,,Spd/Def Bond 3,,Drive Spd 2,
Norne,Norne,The Volunteer,42,32,36,31,27,0,CBow,1,-1,55,55,60,55,50,30,12,0,FALSE,0,Volunteer Bow,Reposition,,Brazen Spd/Def 3,Spd/Def Link 3,,
