IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4,NameJP,DescJP,NameDE,DescDE,NameES,DescES,NameLS,DescLS,NameFR,DescFR,NameIT,DescIT,NameTC,DescTC,NamePT,DescPT
Jehanna Dagger+Res,Jehanna Dagger+,12,2,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7. At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants Atk/Spd+6, [Dodge], and ""neutralizes penalties on unit during combat"" to unit and allies within 2 spaces of unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills). Resets at end of combat. Effect: [Dagger 7]",Dagger,dagger,7,phantomSpd,7,jehannaBoost,0,HPBoost,5,resBoost,4,,,,,,,,,,,,,,,,,,,,
Arcane Void,Arcane Void,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently), unit makes a guaranteed follow-up attack, and grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack) during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneVoid,0,,,,,,,,,,,,,,,,,,,,,,,,
Arcane VoidAtk,Arcane Void,15,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently), unit makes a guaranteed follow-up attack, and grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack) during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneVoid,0,HPBoost,2,,,,,,,,,,,,,,,,,,,,,,
Arcane VoidSpd,Arcane Void,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently), unit makes a guaranteed follow-up attack, and grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack) during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneVoid,0,HPBoost,2,spdBoost,2,,,,,,,,,,,,,,,,,,,,
Arcane VoidDef,Arcane Void,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently), unit makes a guaranteed follow-up attack, and grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack) during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneVoid,0,HPBoost,2,defBoost,3,,,,,,,,,,,,,,,,,,,,
Arcane VoidRes,Arcane Void,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = highest penalty on each stat between target and foes within 2 spaces of target; calculates each stat penalty independently), unit makes a guaranteed follow-up attack, and grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack) during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneVoid,0,HPBoost,2,resBoost,3,,,,,,,,,,,,,,,,,,,,
Arcane Tempest,Arcane Tempest,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneTempest,0,,,,,,,,,,,,,,,,,,,,,,,,
Arcane TempestAtk,Arcane Tempest,15,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneTempest,0,HPBoost,2,,,,,,,,,,,,,,,,,,,,,,
Arcane TempestSpd,Arcane Tempest,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneTempest,0,HPBoost,2,spdBoost,2,,,,,,,,,,,,,,,,,,,,
Arcane TempestDef,Arcane Tempest,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneTempest,0,HPBoost,2,defBoost,3,,,,,,,,,,,,,,,,,,,,
Arcane TempestRes,Arcane Tempest,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,arcaneTempest,0,HPBoost,2,resBoost,3,,,,,,,,,,,,,,,,,,,,
Arcane Sly Knife,Arcane Sly Knife,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (min 5; max 14), neutralizes foe's bonuses to Spd/Def, deals damage = 15% of unit's Atk (including when dealing damage with an area-of-effect Special), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to unit before unit's first attack during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,slyKnife,0,,,,,,,,,,,,,,,,,,,,,,,,
Arcane Sly KnifeAtk,Arcane Sly Knife,15,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (min 5; max 14), neutralizes foe's bonuses to Spd/Def, deals damage = 15% of unit's Atk (including when dealing damage with an area-of-effect Special), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to unit before unit's first attack during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,slyKnife,0,HPBoost,2,,,,,,,,,,,,,,,,,,,,,,
Arcane Sly KnifeSpd,Arcane Sly Knife,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (min 5; max 14), neutralizes foe's bonuses to Spd/Def, deals damage = 15% of unit's Atk (including when dealing damage with an area-of-effect Special), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to unit before unit's first attack during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,slyKnife,0,HPBoost,2,spdBoost,2,,,,,,,,,,,,,,,,,,,,
Arcane Sly KnifeDef,Arcane Sly Knife,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (min 5; max 14), neutralizes foe's bonuses to Spd/Def, deals damage = 15% of unit's Atk (including when dealing damage with an area-of-effect Special), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to unit before unit's first attack during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,slyKnife,0,HPBoost,2,defBoost,3,,,,,,,,,,,,,,,,,,,,
Arcane Sly KnifeRes,Arcane Sly Knife,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (min 5; max 14), neutralizes foe's bonuses to Spd/Def, deals damage = 15% of unit's Atk (including when dealing damage with an area-of-effect Special), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to unit before unit's first attack during combat. Effect: [Dagger 7]",Dagger,dagger,7,slaying,1,slyKnife,0,HPBoost,2,resBoost,3,,,,,,,,,,,,,,,,,,,,
Deathly Dagger,Deathly Dagger,11,2,"After combat, if unit attacked, inflicts Def/Res-7 on foe through its next action. If unit initiates combat, deals 7 damage to foe after combat.",Dagger,dagger,7,poisonStrike,7,,,,,,,Jaffar,,,,,,,,,,,,,,,,,,,
Deathly DaggerEff,Deathly Dagger,14,2,"After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target and inflicts Def/Res-7 through their next actions. Magic foes cannot counterattack.",Dagger,dagger,7,jaffarDmg,0,magicDenial,0,,,,,Jaffar,,,,,,,,,,,,,,,,,,,
Deathly DaggerAtk,Deathly Dagger,15,2,"After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target and inflicts Def/Res-7 through their next actions.",Dagger,dagger,7,jaffarDmg,1,HPBoost,2,,,,,Jaffar,,,,,,,,,,,,,,,,,,,
Deathly DaggerSpd,Deathly Dagger,14,2,"After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target and inflicts Def/Res-7 through their next actions.",Dagger,dagger,7,jaffarDmg,2,HPBoost,2,spdBoost,2,,,Jaffar,,,,,,,,,,,,,,,,,,,
Deathly DaggerDef,Deathly Dagger,14,2,"After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target and inflicts Def/Res-7 through their next actions.",Dagger,dagger,7,jaffarDmg,3,HPBoost,2,defBoost,3,,,Jaffar,,,,,,,,,,,,,,,,,,,
Deathly DaggerRes,Deathly Dagger,14,2,"After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target and inflicts Def/Res-7 through their next actions.",Dagger,dagger,7,jaffarDmg,4,HPBoost,2,resBoost,3,,,Jaffar,,,,,,,,,,,,,,,,,,,
Peshkatz,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-4 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+4 to unit and allies within 2 spaces for 1 turn.",Dagger,sotheDagger,4,,,,,,,,,Sothe,,,,,,,,,,,,,,,,,,,
PeshkatzEff,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+4 during combat, and also, after combat, if unit attacked, inflicts Special cooldown count+1 on target and foes within 2 spaces of target (no effect on Special cooldown counts already at maximum) and grants Special cooldown count-1 to unit and allies within 2 spaces of unit.",Dagger,sotheDagger,5,sotheBoost,0,,,,,,,Sothe,,,,,,,,,,,,,,,,,,,
PeshkatzAtk,Peshkatz,15,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn.",Dagger,sotheDagger,5,HPBoost,2,,,,,,,Sothe,,,,,,,,,,,,,,,,,,,
PeshkatzSpd,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn.",Dagger,sotheDagger,5,HPBoost,2,spdBoost,2,,,,,Sothe,,,,,,,,,,,,,,,,,,,
PeshkatzDef,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn.",Dagger,sotheDagger,5,HPBoost,2,defBoost,3,,,,,Sothe,,,,,,,,,,,,,,,,,,,
PeshkatzRes,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-5 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn.",Dagger,sotheDagger,5,HPBoost,2,resBoost,3,,,,,Sothe,,,,,,,,,,,,,,,,,,,
Felicia's Plate,Felicia's Plate,14,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res.",Dagger,dagger,7,permHexblade,0,,,,,,,Felicia,,,,,,,,,,,,,,,,,,,
Felicia's PlateEff,Felicia's Plate,14,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res. If foe uses magic, grants Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",Dagger,dagger,7,permHexblade,0,feliciaMagicGuard,0,,,,,Felicia,,,,,,,,,,,,,,,,,,,
Felicia's PlateAtk,Felicia's Plate,15,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res.",Dagger,dagger,7,permHexblade,0,HPBoost,2,,,,,Felicia,,,,,,,,,,,,,,,,,,,
Felicia's PlateSpd,Felicia's Plate,14,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res.",Dagger,dagger,7,permHexblade,0,HPBoost,2,spdBoost,2,,,Felicia,,,,,,,,,,,,,,,,,,,
Felicia's PlateDef,Felicia's Plate,14,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res.",Dagger,dagger,7,permHexblade,0,HPBoost,2,defBoost,3,,,Felicia,,,,,,,,,,,,,,,,,,,
Felicia's PlateRes,Felicia's Plate,14,2,"After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces through their next actions. Calculates damage using the lower of foe's Def or Res.",Dagger,dagger,7,permHexblade,0,HPBoost,2,resBoost,3,,,Felicia,,,,,,,,,,,,,,,,,,,
Lyfjaberg,Lyfjaberg,14,2,"Grants Res+3. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd+4 during combat, and if unit initiates combat, foe cannot make a follow-up attack. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions, and if bonus was granted to unit, deals 4 damage to unit.",Dagger,dagger,7,resBoost,3,eirBoost,0,,,,,Eir,,,,,,,,,,,,,,,,,,,
LyfjabergEff,Lyfjaberg,14,2,"Grants Res+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, and also, if unit initiates combat or if unit's Spd > foe's Spd, foe cannot make a follow-up attack and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.) Effect: [Dagger 7]. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat, grants bonus to unit's Atk/Res during combat = 20% of unit's HP at start of combat, and restores 7 HP to unit and allies within 2 spaces after combat.",Dagger,dagger,7,resBoost,3,eirRefineBoost,0,eirRestore,7,,,Eir,,,,,,,,,,,,,,,,,,,
LyfjabergAtk,Lyfjaberg,15,2,"Grants Res+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, and also, if unit initiates combat or if unit's Spd > foe's Spd, foe cannot make a follow-up attack and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.) Effect: [Dagger 7]",Dagger,dagger,7,resBoost,3,eirRefineBoost,1,HPBoost,2,,,Eir,,,,,,,,,,,,,,,,,,,
